area1173272800|-7.2,47.7|-7.3,47.7|-7.3,47.72521533333333|-7.299488,47.72513|-7.295488,47.72613|-7.275488,47.74213|-7.260488,47.750131|-7.254988,47.755631|-7.248988,47.769631|-7.246988,47.787631|-7.241894882352939,47.800000000000004|-7.2,47.800000000000004
area1173364800|-5.2,48.600138|-5.211472,48.600138|-5.21163509090909,48.6|-5.3,48.6|-5.3,48.7|-5.2,48.7
area1173274700|-5.3,47.7|-5.3999999999999995,47.7|-5.3999999999999995,47.800000000000004|-5.3,47.800000000000004
area1173275000|-5.0,47.7|-5.1,47.7|-5.1,47.800000000000004|-5.0,47.800000000000004
area1173176700|-3.2999999999999994,46.7|-3.3999999999999995,46.7|-3.3999999999999995,46.800000000000004|-3.2999999999999994,46.800000000000004
area1173283200|-6.800000000000001,47.873688|-6.800000000000001,47.8|-6.809869530612241,47.8|-6.827484,47.822131|-6.834484,47.823131|-6.840484,47.819131|-6.854985,47.804631|-6.858072333333335,47.8|-6.9,47.8|-6.9,47.9|-6.807517714285714,47.9
area1041375100|-4.911469,48.789139|-4.903469,48.785139|-4.9,48.77968771428572|-4.9,48.77658733333333|-4.902969,48.771639|-4.910469,48.767139|-4.92347,48.764139|-4.92797,48.758639|-4.93597,48.740639|-4.94297,48.736139|-4.95247,48.737139|-4.95597,48.741639|-4.95697,48.746639|-4.95397,48.763639|-4.94597,48.783639|-4.94347,48.786139|-4.94047,48.786139|-4.93447,48.783139|-4.92747,48.783139|-4.91847,48.790139
area1173266500|-3.4999999999999996,47.6|-3.5999999999999996,47.6|-3.5999999999999996,47.634542519078614|-3.573459,47.64013|-3.569959,47.64363|-3.570959,47.64863|-3.582459,47.65613|-3.584959,47.65963|-3.583459,47.66413|-3.575459,47.66913|-3.565459,47.66913|-3.547459,47.67413|-3.534459,47.67413|-3.527459,47.67613|-3.513459,47.68413|-3.4999999999999996,47.68701407142858
area1173414300|-5.7,49.1|-5.8,49.1|-5.8,49.2|-5.7,49.2
area1173506800|-3.1999999999999997,50.0|-3.3,50.0|-3.3,50.1|-3.1999999999999997,50.1
area1173217700|-2.38545,47.103125|-2.3813634615384625,47.1|-2.3999999999999995,47.1|-2.3999999999999995,47.10474166666667
area1173324200|-5.8,48.2|-5.8999999999999995,48.2|-5.8999999999999995,48.300000000000004|-5.8,48.300000000000004
area1076363700|-6.300000000000001,48.63640466666667|-6.30048,48.636138|-6.31398,48.623638|-6.32398,48.609638|-6.33498,48.600638|-6.335362863799997,48.6|-6.365464461538461,48.6|-6.352981,48.621638|-6.340981,48.635638|-6.33198,48.653638|-6.31048,48.676138|-6.300000000000001,48.682919176470584
area1173444000|-6.0,49.4|-6.1,49.4|-6.1,49.5|-6.0,49.5
area1173333100|-6.9,48.3|-7.0,48.3|-7.0,48.4|-6.9,48.4
area1184227800|-2.295449,47.223126|-2.283449,47.219126|-2.276949,47.213626|-2.273949,47.206626|-2.274551363636363,47.2|-2.3,47.2|-2.3,47.223301038461535
area1173275100|-4.9,47.7|-5.0,47.7|-5.0,47.800000000000004|-4.9,47.800000000000004
area1173176800|-3.1999999999999997,46.7|-3.3,46.7|-3.3,46.800000000000004|-3.1999999999999997,46.800000000000004
area1173283300|-6.7,47.8|-6.707150437500001,47.8|-6.703983,47.805631|-6.700983,47.826631|-6.7,47.8293834
area1145273600|-6.4,47.75637976923077|-6.409981,47.745631|-6.418981,47.72763|-6.427981,47.72213|-6.440481,47.72413|-6.443981,47.72763|-6.445981,47.73363|-6.444981,47.74163|-6.440981,47.750631|-6.440981,47.764631|-6.434481,47.768131|-6.428481,47.769131|-6.421981,47.773631|-6.415981,47.785631|-6.404981,47.799631|-6.404919499999999,47.800000000000004|-6.4,47.800000000000004
area1173462400|-7.6,49.6|-7.699999999999999,49.6|-7.699999999999999,49.6963925|-7.698491,49.697147|-7.694924749999996,49.7|-7.6,49.7
area1488486900|-3.099999999999999,49.8|-3.1999999999999993,49.8|-3.1999999999999993,49.9|-3.099999999999999,49.9
area1173282900|-7.1,47.83246747619047|-7.105986,47.823631|-7.125987,47.804631|-7.127946269230771,47.8|-7.199999999999999,47.8|-7.199999999999999,47.853800098700006|-7.192987,47.870632|-7.178987,47.893632|-7.178532142857143,47.9|-7.1,47.9
area1173414400|-5.6000000000000005,49.1|-5.7,49.1|-5.7,49.2|-5.6000000000000005,49.2
area1173497800|-2.1999999999999997,49.953149|-2.211449,49.953149|-2.223449,49.956149|-2.230449,49.956149|-2.254449,49.950149|-2.267449,49.950149|-2.277449,49.948149|-2.3,49.94898422222222|-2.3,49.973149|-2.298449,49.973149|-2.282449,49.979149|-2.264449,49.979149|-2.256449,49.981149|-2.229449,49.979149|-2.1999999999999997,49.9938739908003
area1173226000|-3.9999999999999996,47.2|-4.1,47.2|-4.1,47.300000000000004|-3.9999999999999996,47.300000000000004
area1076363800|-6.22398,48.695639|-6.22398,48.684638|-6.22048,48.676138|-6.21748,48.674138|-6.21148,48.676138|-6.2,48.687618|-6.2,48.65660200257125|-6.21398,48.632638|-6.22198,48.612638|-6.237534461538458,48.6|-6.250820823529411,48.6|-6.24498,48.607638|-6.24498,48.614638|-6.24698,48.618638|-6.25448,48.623138|-6.26448,48.626138|-6.26898,48.631638|-6.27398,48.644638|-6.27648,48.646138|-6.28248,48.646138|-6.3,48.63640466666667|-6.3,48.682919176470584|-6.29348,48.687138|-6.28298,48.697639|-6.281158657142857,48.7|-6.222484799999999,48.7
area1173455400|-4.6,49.5|-4.699999999999999,49.5|-4.699999999999999,49.6|-4.6,49.6
area1173275200|-4.8,47.7|-4.8999999999999995,47.7|-4.8999999999999995,47.800000000000004|-4.8,47.800000000000004
area1173295200|-4.893469,47.986133|-4.872469,47.979132|-4.853469,47.979132|-4.840469,47.975132|-4.826469,47.968132|-4.803469,47.965132|-4.8,47.96411170588235|-4.8,47.9|-4.8999999999999995,47.9|-4.8999999999999995,47.987388913234106
area1173283400|-6.6,47.864305691|-6.608983,47.854631|-6.613983,47.839631|-6.618983,47.830631|-6.625983,47.821631|-6.646483,47.801131|-6.64782942857143,47.8|-6.699999999999999,47.8|-6.699999999999999,47.829383400000005|-6.695983,47.840631|-6.682983,47.861631|-6.665983,47.880632|-6.656983,47.893632|-6.650614999999998,47.9|-6.6,47.9
area1166265100|-4.9,47.64428171428571|-4.906469,47.64613|-4.914469,47.65113|-4.92247,47.65113|-4.93347,47.64313|-4.95047,47.64213|-4.95547,47.64013|-4.96447,47.62813|-4.96747,47.62813|-4.97597,47.64163|-4.98747,47.65313|-4.99747,47.65713|-5.0,47.65732461538462|-5.0,47.7|-4.9,47.7
area1173263800|-6.2,47.689609|-6.201979,47.68763|-6.204979,47.68063|-6.20848,47.67913|-6.21348,47.68413|-6.22748,47.68213|-6.24448,47.67313|-6.24948,47.66713|-6.26798,47.65263|-6.27198,47.64463|-6.27298,47.63463|-6.27598,47.625629|-6.3,47.6006482|-6.3,47.651512|-6.28098,47.66863|-6.27098,47.68463|-6.25798,47.69863|-6.257849523809524,47.7|-6.2,47.7
area1173334800|-5.2,48.34011257142857|-5.204972,48.348636|-5.214972,48.374636|-5.221972,48.385636|-5.221972,48.390636|-5.215472,48.394136|-5.203472,48.396136|-5.2,48.396136
area1173414500|-5.5,49.1|-5.6,49.1|-5.6,49.2|-5.5,49.2
area1173487500|-2.4999999999999996,49.827148|-2.501451,49.827148|-2.524451,49.823148|-2.542451,49.817148|-2.554451,49.812148|-2.5681175000000054,49.8|-2.5999999999999996,49.8|-2.5999999999999996,49.9|-2.4999999999999996,49.9
area1173226100|-3.9,47.2|-4.0,47.2|-4.0,47.300000000000004|-3.9,47.300000000000004
area1173127800|-2.1999999999999997,46.2|-2.3,46.2|-2.3,46.300000000000004|-2.1999999999999997,46.300000000000004
area1173234300|-5.7,47.3838414|-5.700476,47.384127|-5.708476,47.384127|-5.716476,47.380127|-5.726476,47.380127|-5.734476,47.383127|-5.740476,47.383127|-5.753476,47.374127|-5.763476,47.370127|-5.788476,47.367127|-5.799476,47.364127|-5.8,47.36382757142857|-5.8,47.4|-5.7,47.4
area1173275300|-4.7,47.7|-4.8,47.7|-4.8,47.800000000000004|-4.7,47.800000000000004
area1050364700|-5.360973,48.693139|-5.367473,48.693139|-5.367973,48.695639|-5.363611999999999,48.7|-5.347536874999999,48.7
area1173283500|-6.580982,47.898632|-6.595983,47.868632|-6.6,47.864305691|-6.6,47.9|-6.58093925,47.9
area1119315400|-4.677468,48.145134|-4.668968,48.134634|-4.667968,48.119634|-4.675468,48.110134|-4.688968,48.106134|-4.699999999999999,48.10647344615384|-4.699999999999999,48.149134|-4.688468,48.149134
area1488497300|-2.6999999999999997,49.9|-2.7199800331111126,49.9|-2.717952,49.903649|-2.720453,49.905149|-2.757453,49.904149|-2.775453,49.906149|-2.780453,49.908149|-2.784953,49.912649|-2.787953,49.920649|-2.791453,49.923149|-2.8,49.923149|-2.8,50.0|-2.6999999999999997,50.0
area1118315200|-4.856969,48.129634|-4.854969,48.125634|-4.854969,48.119634|-4.859469,48.112134|-4.870969,48.107134|-4.878469,48.108134|-4.884969,48.112634|-4.886969,48.116634|-4.886969,48.124634|-4.881469,48.131134|-4.877469,48.133134|-4.864469,48.134134
area1173414600|-5.4,49.1|-5.5,49.1|-5.5,49.2|-5.4,49.2
area1173324500|-5.5,48.2|-5.6,48.2|-5.6,48.300000000000004|-5.5,48.300000000000004
area1173226200|-3.7999999999999994,47.2|-3.8999999999999995,47.2|-3.8999999999999995,47.300000000000004|-3.7999999999999994,47.300000000000004
area1112324900|-5.1,48.21535025161111|-5.102471,48.217135|-5.118471,48.233135|-5.125971,48.238635|-5.129971,48.248635|-5.142971,48.266635|-5.147971,48.280635|-5.153471,48.283135|-5.163471,48.283135|-5.168471,48.281135|-5.178972,48.271635|-5.186972,48.260635|-5.187972,48.250635|-5.183972,48.238635|-5.181972,48.224635|-5.178972,48.217635|-5.177972,48.208634|-5.181972,48.200634|-5.182553166666665,48.2|-5.199999999999999,48.2|-5.199999999999999,48.300000000000004|-5.1,48.300000000000004
area1173234401|-5.6000000000000005,47.361920749999996|-5.603975,47.355627|-5.607975,47.338627|-5.618975,47.320627|-5.62704643478261,47.3|-5.646324199999999,47.3|-5.648975,47.306627|-5.653975,47.331627|-5.657975,47.339627|-5.673475,47.351127|-5.683475,47.356127|-5.692476,47.358127|-5.696976,47.363627|-5.695976,47.377627|-5.697976,47.382627|-5.7,47.3838414|-5.7,47.4|-5.6000000000000005,47.4
area1121305300|-4.7,48.09894907692308|-4.704553999999999,48.1|-4.7,48.1
area1173285100|-4.9,47.8|-5.0,47.8|-5.0,47.9|-4.9,47.9
area1068368000|-2.003447,48.663138|-1.9999999999999996,48.65756976923077|-1.9999999999999996,48.632532|-2.000947,48.630638|-2.005447,48.626138|-2.014947,48.623138|-2.034447,48.623138|-2.041447,48.625138|-2.046947,48.630638|-2.054947,48.646638|-2.053947,48.654638|-2.050447,48.656138|-2.043447,48.663138|-2.035447,48.666138|-2.014447,48.667138
area1173373700|-6.300000000000001,48.7|-6.4,48.7|-6.4,48.800000000000004|-6.300000000000001,48.800000000000004
area1173275400|-4.6,47.7|-4.699999999999999,47.7|-4.699999999999999,47.800000000000004|-4.6,47.800000000000004
area1173177100|-2.933954,46.798622|-2.931954,46.791622|-2.924954,46.777622|-2.914454,46.768122|-2.902454,46.765122|-2.9,46.76579127272727|-2.9,46.7|-3.0,46.7|-3.0,46.800000000000004|-2.933954,46.800000000000004
area1173414700|-5.3,49.1|-5.3999999999999995,49.1|-5.3999999999999995,49.2|-5.3,49.2
area1059365000|-5.056971,48.661638|-5.057971,48.657638|-5.065971,48.650138|-5.073471,48.650138|-5.075971,48.653638|-5.074971,48.656638|-5.067471,48.662138|-5.058471,48.663138
area1173226300|-3.6999999999999997,47.2|-3.8,47.2|-3.8,47.300000000000004|-3.6999999999999997,47.300000000000004
area1173234501|-5.5,47.3|-5.6,47.3|-5.6,47.322927|-5.594975,47.329627|-5.574975,47.348627|-5.562975,47.369627|-5.559974,47.383627|-5.559974,47.397628|-5.559381,47.4|-5.5,47.4
area1192207200|-2.818953,47.091625|-2.832953,47.069625|-2.838453,47.064125|-2.854954,47.054625|-2.858954,47.043625|-2.858954,47.036624|-2.856954,47.030624|-2.843453,47.015124|-2.833453,47.010124|-2.810453,47.009124|-2.7999999999999994,47.00651075|-2.7999999999999994,47.0|-2.8999999999999995,47.0|-2.8999999999999995,47.1|-2.816668909090909,47.1
area1173373800|-6.2,48.7|-6.3,48.7|-6.3,48.800000000000004|-6.2,48.800000000000004
area1049376100|-3.932962,48.796639|-3.931962,48.787639|-3.922962,48.776639|-3.918962,48.768639|-3.919962,48.754639|-3.935962,48.720639|-3.943962,48.708639|-3.951462,48.701139|-3.954736624999987,48.7|-3.9751840000000103,48.7|-3.977462,48.701139|-3.982962,48.708639|-3.983962,48.712639|-3.982962,48.729639|-3.971962,48.744639|-3.970962,48.751639|-3.983962,48.775639|-3.992462,48.783139|-4.0,48.78439533333333|-4.0,48.800000000000004|-3.935426733333337,48.800000000000004
area1173275500|-4.5,47.7|-4.6,47.7|-4.6,47.800000000000004|-4.5,47.800000000000004
area1173177200|-2.7999999999999994,46.7|-2.8999999999999995,46.7|-2.8999999999999995,46.76579127272727|-2.891454,46.768122|-2.870454,46.791122|-2.8551644673073655,46.800000000000004|-2.7999999999999994,46.800000000000004
area1173415400|-4.6,49.1|-4.699999999999999,49.1|-4.699999999999999,49.2|-4.6,49.2
area1195197300|-2.6999999999999997,46.9323347027027|-2.702452,46.934124|-2.715452,46.947124|-2.725453,46.952124|-2.728453,46.952124|-2.736953,46.940624|-2.750953,46.926624|-2.750953,46.923624|-2.748453,46.921124|-2.733453,46.917123|-2.713452,46.901123|-2.6999999999999997,46.901123|-2.6999999999999997,46.9|-2.7358409905384606,46.9|-2.743453,46.904123|-2.773453,46.915123|-2.792953,46.936624|-2.797953,46.946624|-2.797953,46.953624|-2.794453,46.958124|-2.791453,46.959124|-2.782453,46.958124|-2.758453,46.949124|-2.753453,46.949124|-2.749453,46.951124|-2.746953,46.954624|-2.745953,46.965624|-2.750953,46.974624|-2.757453,46.981124|-2.773453,46.985124|-2.776953,46.987624|-2.776953,46.989624|-2.772453,46.992124|-2.755453,46.990124|-2.752953,46.992624|-2.7519695333333334,47.0|-2.6999999999999997,47.0
area1173414800|-5.2,49.1|-5.3,49.1|-5.3,49.2|-5.2,49.2
area1173423000|-7.0,49.2|-7.1,49.2|-7.1,49.300000000000004|-7.0,49.300000000000004
area1173234600|-5.4,47.3|-5.5,47.3|-5.5,47.4|-5.4,47.4
area1400497100|-2.9,49.922149|-2.914454,49.922149|-2.954454,49.937149|-2.973454,49.939149|-2.988455,49.943149|-3.0,49.943149|-3.0,49.99808730769231|-2.996447857142857,50.0|-2.9,50.0
area1173455800|-4.2,49.5|-4.3,49.5|-4.3,49.6|-4.2,49.6
area1173373900|-6.1,48.7|-6.199999999999999,48.7|-6.199999999999999,48.800000000000004|-6.1,48.800000000000004
area1173464700|-5.3,49.6|-5.3999999999999995,49.6|-5.3999999999999995,49.7|-5.3,49.7
area1173275600|-4.4,47.7|-4.5,47.7|-4.5,47.800000000000004|-4.4,47.800000000000004
area1173283801|-6.2,47.8801732|-6.201979,47.874632|-6.200979,47.864632|-6.2,47.863652720285714|-6.2,47.8|-6.256592312499998,47.8|-6.26198,47.806631|-6.26798,47.819631|-6.27598,47.875632|-6.276820275862069,47.9|-6.2,47.9
area1149276700|-3.353457,47.74313|-3.348957,47.73963|-3.345957,47.73363|-3.344957,47.72063|-3.346957,47.71263|-3.353457,47.70613|-3.360957,47.70413|-3.368458,47.70413|-3.377458,47.70713|-3.381958,47.71163|-3.383958,47.71663|-3.382958,47.73563|-3.377458,47.74213|-3.373458,47.74413|-3.361457,47.745131
area1173496800|-3.1999999999999997,49.9|-3.3,49.9|-3.3,50.0|-3.1999999999999997,50.0
area1488453800|-6.2,49.5|-6.3,49.5|-6.3,49.6|-6.2,49.6
area1173226500|-3.4999999999999996,47.2|-3.5999999999999996,47.2|-3.5999999999999996,47.300000000000004|-3.4999999999999996,47.300000000000004
area1173234700|-5.3,47.3|-5.3999999999999995,47.3|-5.3999999999999995,47.4|-5.3,47.4
area1173455900|-4.1,49.5|-4.199999999999999,49.5|-4.199999999999999,49.6|-4.1,49.6
area1173374000|-6.0,48.7|-6.1,48.7|-6.1,48.800000000000004|-6.0,48.800000000000004
area1143275700|-4.3,47.77686054545455|-4.304965,47.783631|-4.30410347368421,47.800000000000004|-4.3,47.800000000000004
area1173283901|-6.150979,47.896632|-6.156979,47.882632|-6.156979,47.873632|-6.151479,47.866132|-6.137479,47.860131|-6.127479,47.860131|-6.109479,47.865132|-6.1,47.869871499999995|-6.1,47.815638|-6.110479,47.819131|-6.124479,47.819131|-6.133979,47.811631|-6.136979,47.805631|-6.136112692307693,47.8|-6.199999999999999,47.8|-6.199999999999999,47.863652720285714|-6.197479,47.861131|-6.193479,47.860131|-6.187479,47.863132|-6.182979,47.868632|-6.180979,47.875632|-6.180979,47.892632|-6.179137000000001,47.9|-6.150080866666666,47.9
area1173496900|-3.099999999999999,49.9|-3.1999999999999993,49.9|-3.1999999999999993,50.0|-3.099999999999999,50.0
area1126294600|-5.473974,47.984633|-5.477974,47.975132|-5.481474,47.975132|-5.483974,47.978632|-5.484864296237657,48.0|-5.471018807692308,48.0
area1173456400|-3.599999999999999,49.5|-3.6999999999999993,49.5|-3.6999999999999993,49.6|-3.599999999999999,49.6
area1173225100|-4.9,47.2|-5.0,47.2|-5.0,47.300000000000004|-4.9,47.300000000000004
area1173226600|-3.4,47.23124485714286|-3.405458,47.228126|-3.410958,47.222626|-3.409958,47.218626|-3.406458,47.215126|-3.4,47.2099596|-3.4,47.2|-3.5,47.2|-3.5,47.300000000000004|-3.4,47.300000000000004
area1166265600|-4.4,47.6|-4.5,47.6|-4.5,47.7|-4.4,47.7
area1173234800|-5.2,47.3|-5.3,47.3|-5.3,47.4|-5.2,47.4
area1145283700|-6.382981,47.816631|-6.382981,47.803631|-6.38459477777778,47.8|-6.4,47.8|-6.4,47.81858666666667|-6.399981,47.818631|-6.393481,47.826131|-6.388481,47.827131
area1173255700|-4.3,47.5|-4.3999999999999995,47.5|-4.3999999999999995,47.6|-4.3,47.6
area1173456000|-3.9999999999999996,49.5|-4.1,49.5|-4.1,49.6|-3.9999999999999996,49.6
area1173374100|-5.9,48.7|-6.0,48.7|-6.0,48.800000000000004|-5.9,48.800000000000004
area1173275801|-4.296465,47.745131|-4.289465,47.73913|-4.275465,47.73313|-4.261464,47.72013|-4.255464,47.71813|-4.232464,47.72013|-4.2,47.73254270588235|-4.2,47.7|-4.3,47.7|-4.3,47.746545
area1173284000|-6.0,47.826839285714286|-6.000978,47.827631|-6.003978,47.834631|-6.008478,47.838131|-6.018478,47.837131|-6.036478,47.832131|-6.057478,47.821131|-6.067478,47.822131|-6.071478,47.824131|-6.080479,47.824131|-6.098479,47.815131|-6.1,47.815638|-6.1,47.869871499999995|-6.099479,47.870132|-6.076978,47.889632|-6.071978,47.898632|-6.071782571428571,47.9|-6.0,47.9
area1166265200|-4.8,47.6|-4.853056200000004,47.6|-4.885469,47.610129|-4.892969,47.616629|-4.895969,47.622629|-4.895969,47.62963|-4.891469,47.63313|-4.873469,47.63213|-4.865469,47.63513|-4.861969,47.63863|-4.861969,47.64063|-4.869469,47.64513|-4.886469,47.64613|-4.899469,47.64413|-4.8999999999999995,47.64428171428571|-4.8999999999999995,47.7|-4.8,47.7
area1174246400|-3.599999999999999,47.435798636363636|-3.613459,47.432128|-3.63046,47.423128|-3.63446,47.423128|-3.64446,47.430128|-3.65446,47.430128|-3.66446,47.424128|-3.67296,47.410628|-3.68046,47.406128|-3.68646,47.406128|-3.68996,47.408628|-3.68696,47.412628|-3.68696,47.422628|-3.69446,47.428128|-3.69746,47.429128|-3.6999999999999993,47.428845777777774|-3.6999999999999993,47.5|-3.599999999999999,47.5
area1173497000|-2.9999999999999996,49.9|-3.0999999999999996,49.9|-3.0999999999999996,50.0|-2.9999999999999996,50.0
area1173415100|-4.9,49.1|-5.0,49.1|-5.0,49.2|-4.9,49.2
area1173226700|-3.2999999999999994,47.240372928571425|-3.303457,47.240126|-3.323457,47.245126|-3.337457,47.254126|-3.352457,47.257126|-3.359457,47.260126|-3.360957,47.258626|-3.360957,47.254626|-3.351957,47.244626|-3.347957,47.235626|-3.348957,47.223626|-3.353957,47.210626|-3.357457,47.206126|-3.360457,47.206126|-3.363457,47.209126|-3.373958,47.222626|-3.376958,47.229626|-3.376958,47.243626|-3.380458,47.246126|-3.391458,47.236126|-3.3999999999999995,47.23124485714286|-3.3999999999999995,47.300000000000004|-3.2999999999999994,47.300000000000004
area1173474700|-5.3,49.7|-5.3999999999999995,49.7|-5.3999999999999995,49.800000000000004|-5.3,49.800000000000004
area1173456100|-3.9,49.5|-4.0,49.5|-4.0,49.6|-3.9,49.6
area1120314600|-5.430973,48.133634|-5.438974,48.118634|-5.454974,48.102134|-5.459974,48.102634|-5.459974,48.111634|-5.456974,48.120634|-5.452974,48.126634|-5.443474,48.134134|-5.431473,48.135134
area1173374200|-5.8,48.7|-5.8999999999999995,48.7|-5.8999999999999995,48.800000000000004|-5.8,48.800000000000004
area1173284400|-5.6000000000000005,47.8|-5.7,47.8|-5.7,47.9|-5.6000000000000005,47.9
